id,lon,lat,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,elevation
YRK73,30.525281,-25.496678,14.33066667,12.98970833,64.71798385,280.3071409,22.685,2.61375,20.07125,17.20683333,10.37679167,17.20683333,10.37679167,1166.481228,211.8410903,13.15264226,80.37192888,586.0732926,44.77308014,586.0732926,44.77308014,837
YRK74,31.103614,-25.803622,16.92692708,11.91639583,63.70615647,261.9428967,25.01975,6.3145,18.70525,19.73341667,13.30654167,19.73341667,13.30654167,1179.008803,211.6273651,15.94145613,78.87792527,581.1358234,51.68368999,581.1358234,51.68368999,832
YRK75,30.378614,-25.127508,16.14615625,14.35447917,61.13296708,347.099051,25.90225,2.4215,23.48075,19.43704167,11.69154167,19.86025,11.38225,687.317613,125.260082,2.219492327,80.25126041,340.9761516,21.39583916,340.520695,21.70380158,781
YRK76,30.648889,-25.571392,18.17389583,13.71058333,62.20349492,306.7827511,27.3055,5.264,22.0415,21.081,14.00470833,21.487,14.00470833,1008.011219,170.2145338,12.97995806,77.54783957,490.6836531,41.40540334,489.2303784,41.40540334,776
YRK77,30.668058,-25.226672,16.29804167,13.488625,63.5184771,292.4444922,25.186,3.95025,21.23575,19.495,12.23991667,19.495,12.23991667,1126.357461,200.9734043,11.42502726,78.32930124,563.2793614,41.70599086,563.2793614,41.70599086,795
YRK78,30.85,-24.93,16.37592708,12.82552083,64.34315373,269.938372,24.741,4.808,19.933,19.34408333,12.61495833,19.34408333,12.61495833,1051.494354,186.3787745,11.96676547,77.47897055,526.4908971,40.93012575,526.4908971,40.93012575,802
YRK79,30.663611,-25.396967,18.00676042,13.70839583,62.72788804,301.928634,27.04275,5.189,21.85375,20.88233333,13.90770833,21.311375,13.90770833,960.7976196,163.5147943,10.29867738,78.60526444,471.8131874,36.36506001,463.1471884,36.36506001,824
YRK80,30.181944,-25.459172,14.66495833,14.096125,63.77399251,315.5702847,23.71275,1.6095,22.10325,17.58016667,10.27279167,17.88291667,10.27279167,933.1868846,169.6861916,6.453586085,81.08108471,470.4420392,29.50695273,468.7747969,29.50695273,836
YRK81,30.909444,-25.503067,19.54535417,12.88825,61.17598196,292.5760469,28.252,7.1845,21.0675,22.18425,15.52566667,22.68020833,15.52566667,767.6408648,131.5836762,9.075655642,76.02420954,360.7392718,31.01578771,354.6325157,31.01578771,799
YRK82,30.47,-25.1,16.54875,14.20091667,61.31193311,340.2735513,26.19175,3.03,23.16175,19.712125,11.88370833,20.158125,11.88370833,661.0737301,116.6778228,1.865332569,81.49733572,342.844164,20.37702667,325.8292471,20.37702667,806
YRK83,30.318889,-25.76695,14.60516667,13.45983333,61.47165388,326.12686,23.8095,1.9135,21.896,17.61383333,10.10558333,18.03829167,10.10558333,877.6393674,176.7483867,7.044286908,81.37245306,445.4282846,27.35454989,441.1221562,27.35454989,836
YRK84,30.506111,-26.637797,16.097625,13.54516667,60.91685218,331.1121757,25.2665,3.031,22.2355,19.11029167,11.73245833,19.49308333,11.51116667,871.9320238,174.5126417,8.496690063,77.97948348,434.5890714,35.56971614,427.3678517,37.09884932,836
YRK85,31.042222,-25.005561,20.87039583,12.965625,59.52380952,321.623081,30.017,8.23475,21.78225,24.27679167,16.449875,24.27679167,16.449875,1054.607832,190.840693,10.66507741,78.22451,528.5973877,44.66288319,528.5973877,44.66288319,826
YRK86,31.044167,-25.303339,19.99225,12.65604167,58.60295962,319.5592676,29.1795,7.58325,21.59625,23.50916667,15.64104167,23.50916667,15.64104167,823.0903369,148.8009197,8.186908759,80.53859891,402.0252232,28.89516488,402.0252232,28.89516488,829
YRK87,29.966111,-26.138617,14.93592708,14.12585417,60.22983666,354.9496459,24.63075,1.1775,23.45325,18.175375,10.21120833,18.59825,10.042625,787.5667452,137.9271945,4.777638169,79.91065072,400.0763986,26.00890583,368.0825015,27.30986108,833
YRK88,30.509167,-25.828061,17.00857292,13.8250625,62.27926436,313.7244436,26.19125,3.99275,22.1985,19.92558333,12.72470833,20.316125,12.72470833,918.6294567,169.4053089,9.61122469,81.1161564,475.6708604,31.80199783,454.9831113,31.80199783,813
YRK89,30.810278,-25.864453,16.40992708,12.68772917,63.19927857,284.6903545,24.888,4.81225,20.07575,19.42275,12.456625,19.42275,12.456625,1108.984925,223.7214627,11.67390038,80.04941986,565.8120759,47.56491726,565.8120759,47.56491726,808
YRK90,30.92,-25.5,20.5261875,12.85208333,59.16280176,314.0726734,29.5435,7.82025,21.72325,23.326375,16.25241667,23.89691667,16.25241667,733.1306691,125.5237178,8.775841077,75.88516684,345.2062131,29.39672518,337.0049574,29.39672518,850
YRK91,30.966667,-25.45,21.28220833,13.09945833,57.84191431,334.8633512,30.4625,7.8155,22.647,24.28370833,16.72920833,24.83345833,16.72920833,662.1288943,109.3195212,6.445494651,77.03434794,315.0981258,23.27871453,300.6029947,23.27871453,847
